Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Label
1.7884591705269846,2.449467519283816,-1.5623704590629115,4.3050364983205895,1.8382059444396937,-1.4349194233937512,-1.152389070763301,0
0.5086935998510966,2.1247170402392848,-1.050816557928206,0.7846954710916206,-1.1357464186752166,1.9417640800599971,0.9561967995891886,0
-0.18217103747274743,1.050757590710784,3.849853321560333,-1.5424847273356612,5.018190277861568,-1.6047418878560786,4.63420061625451,0
0.06691883102742369,1.6206038679803523,-1.1907841647728818,-2.3070663520060357,-0.6733308884423232,1.1162159541388,2.4988234192108134,0
1.6574045684879881,2.1695661396921575,1.3671895118852826,6.162483380563509,-6.1674340001277415,-5.080417263878798,2.2876274943397243,0
3.510721871771652,1.2725388240960507,-6.930000285622551,-3.5145330177017438,7.890462304629873,2.0411500274722565,5.295685795974487,0
0.11767103020886194,2.2511549605514247,5.857537466279692,2.743568088589027,3.484545202246574,-0.5311505210749848,-6.145718044537751,0
1.45974022448721,1.8301703824782642,5.637546275801824,-1.9861408932541844,-5.449159252030856,3.7583242848829905,2.4426743820975556,0
1.0947056753579423,1.1901190579528387,3.6043974690296863,1.593129034983294,-0.23876693924841044,-0.2563736707095241,-3.4110567852359135,0
-1.3572250678104214,2.1336193714526273,-5.973317258757678,4.037488279981458,-1.6539019769103653,-7.239128680925045,1.8057165386256755,0
-0.8289527819688509,1.8259890256892575,-2.3842172628007368,3.48052324381806,2.763423559983316,-10.72715701636457,7.049445288027278,0
2.748312706611264,0.9666841108710955,3.903404275148746,5.5487333242980865,-11.06735625656922,-6.851405750121674,3.5576370262665296,0
3.8104958240752054,2.447966840544076,1.1023992953508512,-2.6518135261546116,-1.5763605790958182,7.27148212012207,6.356900122747479,0
1.4353087973041367,3.339550788451879,-9.323674914510146,2.5461565326458935,2.0345098580871976,-2.0467430261999637,-5.61505323369996,0
-1.5124880768840367,2.7999317521432974,-3.4991374691269983,-0.2366065876528962,3.66451406184139,-4.546336561040171,8.285486580163571,0
-1.283966383579156,0.7516853479589534,-2.0687709318250276,2.066494437417213,-3.7748963599221566,0.8290685017447883,2.2710891791779844,0
1.935471380645422,2.279665913968311,-1.4076531173453433,5.093906586440772,7.221250519725231,-2.8182629755570394,3.987677862497465,0
-0.3068991711326432,2.569883610029088,-3.6264882862121213,4.11762134444647,0.19806480243367527,5.318252819780722,1.7379721185843517,0
2.498344149176961,1.2086216033619421,-2.3856373596721183,-2.0941381862760307,-1.0964738172718635,5.437344348313518,-1.2764849169413137,0
-0.28147341682929294,2.327845203417465,-0.5155750182095677,-7.000221119566289,-2.55029196793837,2.8480017312286665,2.5694147230402558,0
2.2706485884997125,1.9929248779283626,1.3197102538053767,3.3832537255974793,2.152113072873494,-1.9383055500703545,-2.344471527029072,0
1.7858080000223868,3.0701492615450667,1.62648250973637,4.492296338872938,1.7382347107675293,1.123220221996794,1.866741757797709,0
1.3450113042152017,3.2725088165179512,0.061836181576178754,0.7020840554393438,0.3527757848772647,4.59680036365332,-5.558001516683139,0
1.7952385186625661,2.337465181621243,-0.7890904315914166,6.030194001417271,-5.847126246043621,3.593077026572317,-2.5591401485756244,0
2.099986251278989,3.2525974890635876,-6.010351826943242,-3.3906194193564407,7.081992616846338,-1.698091803355383,-5.808642004012738,0
-0.14686182233778933,2.3887962817396113,1.0102045789192986,-2.4728206048362726,3.7926245592864816,-8.998513455876475,3.430675902462273,0
2.4114265935102113,2.713087989894658,-1.8341306973408593,5.002421236350895,-0.5791889834169694,-0.046349120873915794,5.469291307006788,0
1.6131845581131978,2.273861889946448,-1.4919595776529901,7.4684918387835895,-4.134454819013824,2.0408630993772787,-3.538663040415206,0
-0.5338456876514628,1.0999181556745934,3.9774156680659702,0.4458786136737736,-1.2202536667668573,1.0589700822117813,-6.392980294888689,0
-0.137222016046451,1.9076676866390645,10.049188031619462,7.919956979941015,-11.89209259862039,0.6412983822280657,-2.58042280538976,0
1.7500858665242105,2.0553481446126787,3.221369450096201,0.9730675045687249,-6.2720137475502105,-9.512281477866596,1.7207691691717735,0
3.801135550065287,2.17637240884572,-0.010414524545609094,5.103825112524743,1.202389656430937,1.355878297429302,0.5375912881022324,0
0.562236179481463,1.9296032541418673,-0.09850720314142924,-4.611313493958739,-5.634034561299268,4.08712105568718,3.84693075537924,0
1.5103582309632755,2.4667486906741867,-1.556498668185858,8.076804613664732,4.253170802041971,-2.470246848000516,-3.8455164674089324,0
3.4623461774563977,2.332870419655674,1.0257204596626126,0.15024492233849637,0.6366200646608358,-4.873926453968308,-1.4530372578004682,0
0.7015801323611237,0.9767248505619299,-4.829365685766805,-1.4674482795911716,1.377895103631901,7.950514190129862,5.489778799578047,0
0.2437489530210899,2.7625800855208817,1.4872758870110394,1.7650069382954796,-2.901069974633581,5.402196198800302,-4.3698039640394075,0
1.7478970841345967,0.4898520120574905,-0.6683566156944846,0.7798311457187111,0.021893274038576497,8.750820349695404,1.1797263213255051,0
-1.0280281557011532,1.242933127381721,-3.6885400312553074,4.142657278817885,-5.3419313031730145,0.37819480590971266,-2.6090032491656,0
0.23460580753739502,1.3689138113509722,0.8389522465816085,-4.70638915279185,0.6731032187177494,1.3943328415733744,-2.483527225776761,0
-0.32251431162021293,2.389608379805352,-1.7081658815414473,-1.743800036920523,3.7369025542056247,0.9465689233571125,-0.2207861578064891,0
2.599420996436078,1.0292732565765457,2.6725293235774,-4.552059726139159,-2.5196854197343295,-2.7689891915764866,2.2819456336571773,0
1.9454761654139099,2.329717412357303,-1.9666178054755534,1.4878881269111797,1.1570321432416728,-4.823429485965501,-3.1397801088809594,0
-0.6594888500556764,1.9565841642299422,-8.115116828316925,-7.938400028139267,1.566615982506808,-2.2107269553099114,0.9884345817689041,0
0.7066135258830342,2.716133041702393,-4.79627532231355,3.562445642531065,4.43324341049322,1.5652278240370394,-3.3555505790734403,0
0.2736585386537038,2.1294502517904057,2.260072293825982,-1.7539040336031488,2.6166562100895616,-3.4292947229683612,-8.468066926200647,0
-0.37432530538128184,2.013195725689935,2.283531272893315,1.4450193219499414,-2.8802321092492535,-5.884763073030223,2.4680654979475625,0
-0.6991325917342106,1.6486712758064703,-2.3810646409863896,-0.7984299232388377,-3.8857414792425753,-4.409408625306186,0.15842615873308774,0
1.1895259521615433,1.7579085145497755,-1.7306279060017513,-5.551402650165255,-3.968180644855387,-2.399838070206724,-0.524485827041135,0
