Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Label
1.3297602628026048,2.3336492231288197,1.9955490395883617,-1.007670318428208,-0.8932131840274659,-0.4867322438778582,1.862510016053966,-1.2604743004870242,-1.8388343952306005,-2.2759980953348027,-0.3143611475106343,0.8341798146949213,0
0.4284095884032919,1.1884331250331854,1.700393170206004,3.566152557488203,0.9978877102897082,-1.4769690273856961,-1.3887051586616441,1.973420758536424,-3.099817078419877,2.063377172491897,-0.7174610680022937,-0.9436089500764294,0
2.018099279495421,2.3474948260932074,-0.006972373005888024,-0.3683619786121151,1.0238525097127402,2.099100698211174,-3.020702952284711,2.4076000811112426,2.141732775971595,1.756333009083413,0.9713813501368207,0.9709558065475372,0
0.3479276489520684,2.134759689430501,0.22575964527931178,-1.2423566132874753,2.834115595575865,1.6616542581265037,-0.08961247209728432,-1.6921456751677846,0.4231000430341659,-0.5735616014522004,-1.0731335100529635,2.1344060027497176,0
0.30896152071526883,2.0711157274245164,0.2293832917226191,0.07442874963896756,0.617944467710712,2.5259058506637615,-0.04365572355347768,-0.7331719369251983,-1.5983844059579126,1.537245015372583,-1.808628154507435,0.42573248777630496,0
1.5805214395380471,1.8455097839474228,-1.7936652118728869,-0.9479826003774636,2.8620052391525035,2.6385162594905895,-0.13148028922490396,-2.096075756359767,1.0809357029511852,-0.14516390497921797,1.815248963102463,-1.2702521740644135,0
1.1425487682346631,1.8134016955818222,-0.0534197045892577,-4.001927571553194,-3.065502822385791,0.586737606922123,-0.8301440948409705,-1.5990923631175618,0.7059724818903453,-1.2006589465305657,-0.35025939822231666,4.343957882336857,0
4.788316259040162,2.1726742826252354,1.4372662778741303,-6.695897680980848,1.0137407748984786,-2.333041660509987,-4.090312382506247,-3.352711132753792,-2.324287692084393,0.09544939384487007,-1.9322324851455235,0.2365621264022697,0
3.8849576296051738,2.349965995769106,-1.1232594807934964,3.057561490086505,0.8536289681556191,0.46089496460325835,1.2073047178286285,-1.1898977978625327,-1.35442474400182,1.4944927434476447,-1.1639855557002827,-2.4730571972288278,0
2.6030673056666807,1.5168343987990769,-1.3027865495329867,2.181693543707149,4.275659561215014,-0.814741521155865,-2.1728208696880973,3.3737645564701264,-0.008214073866929286,2.032727263155376,2.815917227440625,-0.4874545783270364,0
-0.7358881013442198,1.8056790372372626,0.7622045967575872,-1.5519703229162847,1.622746246006723,-0.7216591645536571,2.098101987562737,-1.7248106145604407,1.2562894517323955,-3.516669534549481,-0.8352744819285116,-0.21930758963770047,0
1.7920976425668727,1.368011328007765,-2.573802306699674,0.046138322451210155,-1.3311762283331656,-1.9429762067659113,-1.4768500842652046,4.10255798030995,-3.392688605809111,0.5762293224216168,2.4866442575571104,-1.1232414366997145,0
2.395081206981438,1.173604196358235,-0.9735008633465129,-0.814179347075078,-0.47527700343086665,3.1177125485494073,-0.6384290392300473,-0.5261409568885687,-3.800169518643172,0.39485701550328633,2.3536265070967977,-1.0387802388300122,0
1.7054988909854156,1.9361280398545033,2.6894823339025664,-1.4977732842907587,2.0262746583014333,0.4684594884664015,-1.119941992956171,0.4481444504915823,-3.0342277480905446,-0.15199922221941012,0.17316233992424135,0.4624873824233888,0
1.3666368846830883,2.416700052469259,4.456312042471182,0.11518760694618431,-1.315019192565574,0.8408204856132732,-1.1515771465259694,-3.393118417303719,-2.7550722976841673,-0.2868914789882957,-0.8992508082746992,-0.5309378617760055,0
1.4338668154927658,2.2191240354707706,-2.9655418598356764,-1.2106368896946478,-0.0160148609450237,1.590476969079523,-1.035588212229649,0.2797787223246434,-0.0058033765459641635,-1.4131756183343667,0.4512157126216868,3.8074975738736923,0
1.9428369855749452,1.2755253849830628,-0.5216771678639867,0.7991632135926022,-0.6356781563459989,-3.8067913744433137,-0.8443582415011939,1.320547649247708,1.5082984208840005,3.083346856460077,3.079624925357647,-0.4227425923869738,0
2.1051082460813033,2.687166890811896,-1.7164669127523795,-0.5654229375713199,-0.41363064640592395,2.6899889217613917,-3.033909676761014,0.28051082528511645,0.021038580228002507,-2.3230113740541602,-0.4093949754697478,-1.1992685150152462,0
1.9751616973093118,2.853643496350644,0.7654946748505954,-2.6639922857815908,-1.9170895289417487,3.3384600818596772,0.38377271239758876,0.5609145740828607,1.6889000701689687,2.3753448089542273,0.9226074274209717,1.5569086433132937,0
0.7414213647223546,2.993761400593317,-0.6652010288676182,-1.5608607755454,1.2381955521483048,-2.4002922466731893,-0.09784432304592598,1.379158752884154,-3.262954518241695,1.507088223662716,3.771310859353704,-1.424349062768584,0
-0.39243502140851527,3.239841648481134,0.9832468928328105,2.3437063698862346,-0.7541662599324005,-1.9470069152646075,-1.2160977036855414,-0.26263690108562826,-1.6432154984166574,3.0492744269042347,0.35208255483629175,-0.4383691856208445,0
-3.022372881717957,2.3404970250877213,1.216778678238743,0.8357469656835571,-1.288977195343354,-2.157281212871545,-1.821518816330491,2.1983224647657758,2.105834626667802,0.23083185631885694,-3.211509624437891,0.5609268364911412,0
-0.3158271949693128,1.9736971504492482,2.856875521176074,-1.8539321892231753,0.4136606090899666,0.26241203913640904,0.4588944339860626,0.9966698700196402,1.9358821932862773,-4.979033659940746,0.5130754532873429,-0.8584882324826045,0
-1.5479027152775569,1.7029765803583148,-1.817087894522233,1.8747151755467393,0.08083312993758263,-2.301360410847543,-1.785132470385739,-0.5160004628586944,-3.053036877421969,3.8821199388659573,-1.776799398410662,-1.2749082536357592,0
1.5748263751309257,2.7122847848541127,-3.302247165338631,1.468432260408867,-3.643477047629244,0.29437264464223994,1.6948049765949478,-2.0552310751839085,1.506402879121966,1.0516995044582003,-0.1977982944117908,-0.06609054926940308,0
-0.7320637187162113,1.3131735957502226,1.6427489228005447,2.955651715930213,2.087441708978363,1.6720946118025084,0.05072322813260364,5.301843080019485,-2.7044947443153147,-3.08690947357209,-1.1481071938433964,3.02482137533539,0
5.072295906028323,2.2796504585695203,2.372550577736062,-4.0237768958917925,-4.547455317452803,2.0895109604683397,2.545957783433397,1.2390726682682727,1.1877382463724147,2.3609324825867026,3.77198059112152,-3.785126079915207,0
0.6712987139197308,1.7803750894309671,0.2012309218392056,0.6253646233385316,0.7384719985807604,-3.614704304383348,2.335291512304529,2.030079091370477,2.0842243631904283,2.5599470054826927,-1.222027532348787,0.06669740469851652,0
1.8391096710448491,0.9139981794266954,1.1741990962415108,1.2084199112217513,-1.5483674395936864,0.057644126467196403,-1.604246607398758,-0.94934310338319,2.8822577924250847,2.8301603635900365,-5.988876109317025,-0.4257091295957885,0
0.9821532352710943,2.441700430303685,2.251080134489886,2.1067000841042054,-1.7102747394072855,0.2852617177755222,1.2443317344243459,-0.3291496726177442,0.2935906112857203,2.045871442364359,0.6232481559073092,-0.41538632853233237,0
1.8258181701293337,1.7423412122801611,-0.9375028430281055,-0.6015843551431403,1.939281740517004,0.37462669694110906,1.5766734464579073,-1.3417129778574133,-2.8212308086775235,-1.358411673889583,-0.5235167546493706,-1.3114311949662367,0
-0.49989809026069776,2.233540403980158,-2.031496693280632,4.328378063846684,3.0572462616206493,0.4470705345171095,2.553950384851456,-0.5201956607667924,-3.186859072960426,-3.7181203943284022,-3.4363280292900855,-0.917177057726542,0
-1.0887247023130802,1.4760281733586758,-4.758915031901248,0.5776184618994328,0.9383724022035266,2.635949729910947,-1.4953026570221746,-0.24883569617810103,2.7047231862116887,1.312920818836701,1.6623546703412,1.047145238772468,0
0.938570970796873,1.617050508729479,-0.4759071356396157,0.5423049720212836,-0.30521131181224276,-0.6103048490931705,-1.8257763341632736,0.9061134710659937,-1.3156302730685765,-2.712268631132229,-0.31717430373893707,1.9064598889052968,0
